lemma	lemma_orth	xpostag	llfpm10	lemma_freq	c1	c2	lemma_syl_count	form_v	form_v_orth	suffix_v	freq_v	lfpm10v	suffix_nv	form_nv	form_nv_orth	freq_nv	lfpm10nv	odds_v	lo_v	varies	tag	tag_freq_in_dataset	category	form	suffix_init	trigram	bigram1	bigram2	type
olvast	olvaszt	[/V][Prs.NDef.2Pl]	1.807117150142854	54967	s	t	2	olvastotok	olvasztotok	otok	5	-2.234014880121939	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	olvastotok	NA	NA	st	NA	linking vowel always
poṯṯant	pottyant	[/V][Prs.NDef.2Sg]	0.7604782427615733	4937	n	t	2	poṯṯantas	pottyantasz	as	5	-2.234014880121939	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	poṯṯantas	NA	NA	nt	NA	linking vowel always
poṯṯant	pottyant	[/V][Prs.1Sg›2]	0.7604782427615733	4937	n	t	2	NA	NA	NA	NA	NA	lak	poṯṯantlak	pottyantlak	5	-2.234014880121939	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	poṯṯantlak	l	ntl	nt	tl	linking vowel never
riast	riaszt	[/V][Prs.NDef.2Pl]	1.8228823519462607	56999	s	t	2	riastotok	riasztotok	otok	5	-2.234014880121939	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	riastotok	NA	NA	st	NA	linking vowel always
rémist	rémiszt	[/V][Prs.NDef.2Sg]	0.8152806882107829	5601	s	t	2	rémistes	rémisztesz	es	5	-2.234014880121939	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	rémistes	NA	NA	st	NA	linking vowel always
tekint	tekint	[/V][Prs.NDef.2Pl]	3.253129436802632	1535021	n	t	2	tekintetek	tekintetek	etek	5	-2.234014880121939	tek	tekinttek	tekinttek	3	-2.455863629738295	1.6666666666666667	0.5108256237659907	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	tekinttek	t	ntt	nt	tt	linking vowel varies
žibbast	zsibbaszt	[/V][Prs.1Sg›2]	0.02366369474724546	905	s	t	2	žibbastalak	zsibbasztalak	alak	5	-2.234014880121939	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	žibbastalak	NA	NA	st	NA	linking vowel always
žong	zsong	[/V][Prs.NDef.2Sg]	0.9725411639770906	8045	n	g	1	žongas	zsongasz	as	3	-2.455863629738295	s	žongs	zsongsz	5	-2.234014880121939	0.6	-0.5108256237659907	TRUE	Prs.NDef.2Sg (mondas)	4096	test	žongs	s	ngs	ng	gs	linking vowel varies
zökkent	zökkent	[/V][Prs.NDef.2Sg]	0.802614015240222	5440	n	t	2	zökkentes	zökkentesz	es	5	-2.234014880121939	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	zökkentes	NA	NA	nt	NA	linking vowel always
alvast	alvaszt	[/V][Prs.NDef.3Pl]	-0.983594877813045	89	s	t	2	alvastanak	alvasztanak	anak	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	alvastanak	NA	NA	st	NA	linking vowel always
alábbsáll	alábbszáll	[/V][Prs.NDef.3Pl]	-0.5509678418830894	241	l	l	3	NA	NA	NA	NA	NA	nak	alábbsállnak	alábbszállnak	4	-2.3309248931299953	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	alábbsállnak	n	lln	ll	ln	linking vowel never
billent	billent	[/V][Prs.NDef.2Pl]	1.2721111631205262	16036	n	t	2	billentetek	billentetek	etek	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	billentetek	NA	NA	nt	NA	linking vowel always
čavarint	csavarint	[/V][Prs.NDef.2Sg]	-0.01970098269753937	819	n	t	3	čavarintas	csavarintasz	as	4	-2.3309248931299953	s	čavarints	csavarintsz	1	-2.932984884457958	4	1.3862943611198906	TRUE	Prs.NDef.2Sg (mondas)	4096	test	čavarints	s	nts	nt	ts	linking vowel varies
erjest	erjeszt	[/V][Prs.NDef.2Pl]	0.9300404117715124	7295	s	t	2	erjestetek	erjesztetek	etek	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	erjestetek	NA	NA	st	NA	linking vowel always
fedd	fedd	[/V][Prs.NDef.2Sg]	0.5069790514629471	2754	d	d	1	NA	NA	NA	NA	NA	s	fedds	feddsz	4	-2.3309248931299953	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	fedds	s	dds	dd	ds	linking vowel never
fejlest	fejleszt	[/V][Prs.1Sg›2]	2.9435296996301	752514	s	t	2	fejlestelek	fejlesztelek	elek	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	fejlestelek	NA	NA	st	NA	linking vowel always
foḏast	fogyaszt	[/V][Prs.1Sg›2]	2.9152615186654556	705093	s	t	2	foḏastalak	fogyasztalak	alak	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	foḏastalak	NA	NA	st	NA	linking vowel always
forrong	forrong	[/V][Prs.NDef.2Pl]	0.7458975302127779	4774	n	g	2	NA	NA	NA	NA	NA	tok	forrongtok	forrongtok	4	-2.3309248931299953	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	forrongtok	t	ngt	ng	gt	linking vowel never
fullast	fullaszt	[/V][Prs.NDef.2Sg]	0.3806714621600735	2059	s	t	2	fullastas	fullasztasz	as	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	fullastas	NA	NA	st	NA	linking vowel always
füllent	füllent	[/V][Prs.NDef.2Pl]	0.6628418926152654	3943	n	t	2	füllentetek	füllentetek	etek	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	füllentetek	NA	NA	nt	NA	linking vowel always
füllest	fülleszt	[/V][Prs.NDef.3Pl]	-0.8876619056713004	111	s	t	2	füllestenek	füllesztenek	enek	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	füllestenek	NA	NA	st	NA	linking vowel always
füröst	füröszt	[/V][Prs.NDef.2Sg]	0.5572546007883294	3092	s	t	2	füröstes	fürösztesz	es	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	füröstes	NA	NA	st	NA	linking vowel always
hall	hall	[/V][Prs.1Sg›2]	3.340736603116228	1878112	l	l	1	NA	NA	NA	NA	NA	ak	hallak	hallak	4	-2.3309248931299953	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	hallak	a	lla	ll	la	linking vowel never
horkant	horkant	[/V][Prs.NDef.2Sg]	0.16322970088844735	1248	n	t	2	horkantas	horkantasz	as	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	horkantas	NA	NA	nt	NA	linking vowel always
ing	ing	[/V][Prs.NDef.2Pl]	2.180008663585595	129716	n	g	1	ingotok	ingotok	otok	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	ingotok	NA	NA	ng	NA	linking vowel always
jótáll	jótáll	[/V][Prs.NDef.2Sg]	0.26069614508332367	1562	l	l	2	NA	NA	NA	NA	NA	s	jótálls	jótállsz	4	-2.3309248931299953	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	jótálls	s	lls	ll	ls	linking vowel never
kaffant	kaffant	[/V][Prs.NDef.3Pl]	-1.019171032074241	82	n	t	2	kaffantanak	kaffantanak	anak	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	kaffantanak	NA	NA	nt	NA	linking vowel always
kiriṯṯent	kirittyent	[/V][Prs.NDef.3Pl]	-0.43744054691150935	313	n	t	3	kiriṯṯentenek	kirittyentenek	enek	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	kiriṯṯentenek	NA	NA	nt	NA	linking vowel always
leölt	leölt	[/V][Prs.NDef.3Pl]	0.5241397418454509	2865	l	t	2	leöltenek	leöltenek	enek	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	leöltenek	NA	NA	lt	NA	linking vowel always
leölt	leölt	[/V][Prs.NDef.2Sg]	0.5241397418454509	2865	l	t	2	leöltes	leöltesz	es	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	leöltes	NA	NA	lt	NA	linking vowel always
loččant	loccsant	[/V][Prs.NDef.2Sg]	-0.04593050640700087	771	n	t	2	loččantas	loccsantasz	as	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	loččantas	NA	NA	nt	NA	linking vowel always
marast	maraszt	[/V][Prs.NDef.3Pl]	0.00951922171012292	876	s	t	2	marastanak	marasztanak	anak	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	marastanak	NA	NA	st	NA	linking vowel always
megrettent	megrettent	[/V][Prs.NDef.2Pl]	0.09599282075082018	1069	n	t	3	megrettentetek	megrettentetek	etek	4	-2.3309248931299953	tek	megrettenttek	megrettenttek	3	-2.455863629738295	1.3333333333333333	0.28768207245178085	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	megrettenttek	t	ntt	nt	tt	linking vowel varies
méjest	mélyeszt	[/V][Prs.NDef.2Sg]	0.435487953982404	2336	s	t	2	méjestes	mélyesztesz	es	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	méjestes	NA	NA	st	NA	linking vowel always
odaért	odaért	[/V][Prs.NDef.2Sg]	-0.5385332036317415	248	r	t	3	NA	NA	NA	NA	NA	s	odaérts	odaértsz	4	-2.3309248931299953	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	odaérts	s	rts	rt	ts	linking vowel never
pang	pang	[/V][Prs.NDef.2Pl]	0.8573002795752839	6170	n	g	1	NA	NA	NA	NA	NA	tok	pangtok	pangtok	4	-2.3309248931299953	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	pangtok	t	ngt	ng	gt	linking vowel never
pišlant	pislant	[/V][Prs.NDef.2Pl]	0.4486715981278291	2408	n	t	2	pišlantotok	pislantotok	otok	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	pišlantotok	NA	NA	nt	NA	linking vowel always
porlast	porlaszt	[/V][Prs.NDef.2Sg]	0.7020965515529153	4316	s	t	2	porlastas	porlasztasz	as	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	porlastas	NA	NA	st	NA	linking vowel always
pukkant	pukkant	[/V][Prs.NDef.2Sg]	-0.2054436274294014	534	n	t	2	pukkantas	pukkantasz	as	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	pukkantas	NA	NA	nt	NA	linking vowel always
riṯṯent	rittyent	[/V][Prs.NDef.2Pl]	0.7603902665672274	4936	n	t	2	riṯṯentetek	rittyentetek	etek	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	riṯṯentetek	NA	NA	nt	NA	linking vowel always
ront	ront	[/V][Prs.1Sg›2]	2.498256616638663	269924	n	t	1	rontalak	rontalak	alak	3	-2.455863629738295	lak	rontlak	rontlak	4	-2.3309248931299953	0.75	-0.2876820724517809	TRUE	Prs.1Sg›2 (mondalak)	1749	test	rontlak	l	ntl	nt	tl	linking vowel varies
ráért	ráért	[/V][Prs.NDef.2Sg]	-0.9934656318393392	87	r	t	2	NA	NA	NA	NA	NA	s	ráérts	ráértsz	4	-2.3309248931299953	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	ráérts	s	rts	rt	ts	linking vowel never
sakast	szakaszt	[/V][Prs.NDef.2Sg]	0.4360453373511952	2339	s	t	2	sakastas	szakasztasz	as	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	sakastas	NA	NA	st	NA	linking vowel always
sellent	szellent	[/V][Prs.NDef.2Pl]	0.3218048029392521	1798	n	t	2	sellentetek	szellentetek	etek	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	sellentetek	NA	NA	nt	NA	linking vowel always
šüjjest	süllyeszt	[/V][Prs.NDef.2Pl]	1.4007847164155167	21566	s	t	2	šüjjestetek	süllyesztetek	etek	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	šüjjestetek	NA	NA	st	NA	linking vowel always
teremt	teremt	[/V][Prs.1Sg›2]	2.9969798872652507	851069	m	t	2	NA	NA	NA	NA	NA	lek	teremtlek	teremtlek	4	-2.3309248931299953	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	teremtlek	l	mtl	mt	tl	linking vowel never
terjest	terjeszt	[/V][Prs.1Sg›2]	2.4984882437993483	270068	s	t	2	terjestelek	terjesztelek	elek	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	terjestelek	NA	NA	st	NA	linking vowel always
ugrast	ugraszt	[/V][Prs.NDef.2Sg]	0.8064292182407374	5488	s	t	2	ugrastas	ugrasztasz	as	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	ugrastas	NA	NA	st	NA	linking vowel always
višong	visong	[/V][Prs.NDef.2Pl]	0.3176790350052857	1781	n	g	2	NA	NA	NA	NA	NA	tok	višongtok	visongtok	4	-2.3309248931299953	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	višongtok	t	ngt	ng	gt	linking vowel never
átall	átall	[/V][Prs.NDef.2Pl]	1.0077805511732596	8725	l	l	2	átallotok	átallotok	otok	1	-2.932984884457958	tok	átalltok	átalltok	4	-2.3309248931299953	0.25	-1.3862943611198906	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	átalltok	t	llt	ll	lt	linking vowel varies
ömlest	ömleszt	[/V][Prs.NDef.2Sg]	1.0226066659477666	9028	s	t	2	ömlestes	ömlesztesz	es	4	-2.3309248931299953	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	ömlestes	NA	NA	st	NA	linking vowel always
beleölt	beleölt	[/V][Prs.NDef.2Sg]	0.15692022698144012	1230	l	t	3	beleöltes	beleöltesz	es	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	beleöltes	NA	NA	lt	NA	linking vowel always
báḏast	bágyaszt	[/V][Prs.NDef.3Pl]	-0.7128767964179027	166	s	t	2	báḏastanak	bágyasztanak	anak	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	báḏastanak	NA	NA	st	NA	linking vowel always
dagast	dagaszt	[/V][Prs.NDef.2Pl]	1.4185795307461468	22468	s	t	2	dagastotok	dagasztotok	otok	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	dagastotok	NA	NA	st	NA	linking vowel always
dong	dong	[/V][Prs.NDef.2Sg]	0.9073721747453984	6924	n	g	1	dongas	dongasz	as	1	-2.932984884457958	s	dongs	dongsz	3	-2.455863629738295	0.3333333333333333	-1.0986122886681098	TRUE	Prs.NDef.2Sg (mondas)	4096	test	dongs	s	ngs	ng	gs	linking vowel varies
döglest	dögleszt	[/V][Prs.NDef.3Pl]	-0.6924356361753581	174	s	t	2	döglestenek	döglesztenek	enek	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	döglestenek	NA	NA	st	NA	linking vowel always
erṉest	ernyeszt	[/V][Prs.NDef.3Pl]	-0.5230517611266633	257	s	t	2	erṉestenek	ernyesztenek	enek	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	erṉestenek	NA	NA	st	NA	linking vowel always
erṉest	ernyeszt	[/V][Prs.NDef.2Sg]	-0.5230517611266633	257	s	t	2	erṉestes	ernyesztesz	es	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	erṉestes	NA	NA	st	NA	linking vowel always
felbujt	felbujt	[/V][Prs.NDef.2Sg]	-0.02023158078663485	818	j	t	2	felbujtas	felbujtasz	as	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	felbujtas	NA	NA	jt	NA	linking vowel always
felšért	felsért	[/V][Prs.NDef.3Pl]	0.7555239231985634	4881	r	t	2	felšértenek	felsértenek	enek	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	felšértenek	NA	NA	rt	NA	linking vowel always
fold	fold	[/V][Prs.1Sg›2]	1.3591603833561636	19595	l	d	1	foldalak	foldalak	alak	3	-2.455863629738295	lak	foldlak	foldlak	1	-2.932984884457958	3	1.0986122886681098	TRUE	Prs.1Sg›2 (mondalak)	1749	test	foldlak	l	ldl	ld	dl	linking vowel varies
fuvall	fuvall	[/V][Prs.NDef.3Pl]	-0.5885926107728471	221	l	l	2	fuvallanak	fuvallanak	anak	2	-2.6319548887939765	nak	fuvallnak	fuvallnak	3	-2.455863629738295	0.6666666666666666	-0.4054651081081645	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	fuvallnak	n	lln	ll	ln	linking vowel varies
görṉest	görnyeszt	[/V][Prs.NDef.3Pl]	-0.6407288131014818	196	s	t	2	görṉestenek	görnyesztenek	enek	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	görṉestenek	NA	NA	st	NA	linking vowel always
hazaért	hazaért	[/V][Prs.NDef.2Sg]	-0.7370852320487241	157	r	t	3	NA	NA	NA	NA	NA	s	hazaérts	hazaértsz	3	-2.455863629738295	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	hazaérts	s	rts	rt	ts	linking vowel never
horpast	horpaszt	[/V][Prs.NDef.2Sg]	-0.11873728872603764	652	s	t	2	horpastas	horpasztasz	as	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	horpastas	NA	NA	st	NA	linking vowel always
javall	javall	[/V][Prs.NDef.2Sg]	1.2947990163957603	16896	l	l	2	javallas	javallasz	as	3	-2.455863629738295	s	javalls	javallsz	2	-2.6319548887939765	1.5	0.4054651081081644	TRUE	Prs.NDef.2Sg (mondas)	4096	test	javalls	s	lls	ll	ls	linking vowel varies
kačint	kacsint	[/V][Prs.NDef.2Pl]	1.3762192952124497	20380	n	t	2	kačintotok	kacsintotok	otok	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	kačintotok	NA	NA	nt	NA	linking vowel always
kelest	keleszt	[/V][Prs.NDef.2Pl]	1.463231903833014	24901	s	t	2	kelestetek	kelesztetek	etek	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	kelestetek	NA	NA	st	NA	linking vowel always
kepest	kepeszt	[/V][Prs.NDef.2Pl]	-0.20870901485716883	530	s	t	2	kepestetek	kepesztetek	etek	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	kepestetek	NA	NA	st	NA	linking vowel always
koccant	koccant	[/V][Prs.NDef.3Pl]	-0.4458465089807714	307	n	t	2	koccantanak	koccantanak	anak	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	koccantanak	NA	NA	nt	NA	linking vowel always
kólint	kólint	[/V][Prs.NDef.2Sg]	0.27866951609522456	1628	n	t	2	kólintas	kólintasz	as	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	kólintas	NA	NA	nt	NA	linking vowel always
köhent	köhent	[/V][Prs.NDef.2Sg]	-1.0035659587436652	85	n	t	2	köhentes	köhentesz	es	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	köhentes	NA	NA	nt	NA	linking vowel always
küzd	küzd	[/V][Prs.1Sg›2]	2.8842471998392543	656496	z	d	1	küzdelek	küzdelek	elek	3	-2.455863629738295	lek	küzdlek	küzdlek	1	-2.932984884457958	3	1.0986122886681098	TRUE	Prs.1Sg›2 (mondalak)	1749	test	küzdlek	l	zdl	zd	dl	linking vowel varies
loṯṯant	lottyant	[/V][Prs.NDef.3Pl]	-1.3532012878411477	38	n	t	2	loṯṯantanak	lottyantanak	anak	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	loṯṯantanak	NA	NA	nt	NA	linking vowel always
lukast	lukaszt	[/V][Prs.NDef.3Pl]	-0.30973559406005735	420	s	t	2	lukastanak	lukasztanak	anak	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	lukastanak	NA	NA	st	NA	linking vowel always
megdöbbent	megdöbbent	[/V][Prs.1Sg›2]	1.3803971731201916	20577	n	t	3	megdöbbentelek	megdöbbentelek	elek	3	-2.455863629738295	lek	megdöbbentlek	megdöbbentlek	1	-2.932984884457958	3	1.0986122886681098	TRUE	Prs.1Sg›2 (mondalak)	1749	test	megdöbbentlek	l	ntl	nt	tl	linking vowel varies
meghökkent	meghökkent	[/V][Prs.NDef.2Pl]	0.7318450566851327	4622	n	t	3	meghökkentetek	meghökkentetek	etek	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	meghökkentetek	NA	NA	nt	NA	linking vowel always
menest	meneszt	[/V][Prs.NDef.2Sg]	1.30284645295256	17212	s	t	2	menestes	menesztesz	es	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	menestes	NA	NA	st	NA	linking vowel always
mets	metsz	[/V][Prs.1Sg›2]	1.660411957842249	39210	t	s	1	metselek	metszelek	elek	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	metselek	NA	NA	ts	NA	linking vowel always
mulast	mulaszt	[/V][Prs.1Sg›2]	1.5291884202488326	28985	s	t	2	mulastalak	mulasztalak	alak	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	mulastalak	NA	NA	st	NA	linking vowel always
naḏothall	nagyothall	[/V][Prs.NDef.3Pl]	-0.30973559406005735	420	l	l	3	naḏothallanak	nagyothallanak	anak	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	naḏothallanak	NA	NA	ll	NA	linking vowel always
ṉilvántart	nyilvántart	[/V][Prs.NDef.2Sg]	1.7962285175679678	53606	r	t	3	ṉilvántartas	nyilvántartasz	as	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	ṉilvántartas	NA	NA	rt	NA	linking vowel always
ṉomast	nyomaszt	[/V][Prs.1Sg›2]	1.3612608316801604	19690	s	t	2	ṉomastalak	nyomasztalak	alak	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	ṉomastalak	NA	NA	st	NA	linking vowel always
ṉuvast	nyuvaszt	[/V][Prs.1Sg›2]	-0.5509678418830894	241	s	t	2	ṉuvastalak	nyuvasztalak	alak	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	ṉuvastalak	NA	NA	st	NA	linking vowel always
reng	reng	[/V][Prs.NDef.2Sg]	1.2320515955366076	14623	n	g	1	renges	rengesz	es	3	-2.455863629738295	s	rengs	rengsz	3	-2.455863629738295	1	0	TRUE	Prs.NDef.2Sg (mondas)	4096	test	rengs	s	ngs	ng	gs	linking vowel varies
robbant	robbant	[/V][Prs.NDef.2Pl]	1.758706491233094	49169	n	t	2	robbantotok	robbantotok	otok	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	robbantotok	NA	NA	nt	NA	linking vowel always
šarkall	sarkall	[/V][Prs.NDef.2Pl]	1.673009313043713	40364	l	l	2	NA	NA	NA	NA	NA	tok	šarkalltok	sarkalltok	3	-2.455863629738295	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	šarkalltok	t	llt	ll	lt	linking vowel never
šercint	sercint	[/V][Prs.NDef.2Sg]	-0.4616931733990192	296	n	t	2	šercintes	sercintesz	es	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	šercintes	NA	NA	nt	NA	linking vowel always
šerkent	serkent	[/V][Prs.NDef.2Pl]	2.050384267520748	96243	n	t	2	šerkentetek	serkentetek	etek	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	šerkentetek	NA	NA	nt	NA	linking vowel always
šikkant	sikkant	[/V][Prs.NDef.2Sg]	-0.01917103207424114	820	n	t	2	šikkantas	sikkantasz	as	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	šikkantas	NA	NA	nt	NA	linking vowel always
šikolt	sikolt	[/V][Prs.1Sg›2]	1.0121388856641615	8813	l	t	2	šikoltalak	sikoltalak	alak	3	-2.455863629738295	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	šikoltalak	NA	NA	lt	NA	linking vowel always
šokall	sokall	[/V][Prs.NDef.2Pl]	1.272002819729194	16032	l	l	2	NA	NA	NA	NA	NA	tok	šokalltok	sokalltok	3	-2.455863629738295	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	šokalltok	t	llt	ll	lt	linking vowel never
